transaction_id,customer_id,product_id,purchase_date,quantity,price
TXN_0001695,CUST_00180,PROD_00467,2024-04-01,1,63.73
TXN_0001696,CUST_00925,PROD_00102,2025-07-02,1,772.11
TXN_0001697,CUST_00217,PROD_00246,2024-07-02,1,30.02
TXN_0001698,CUST_00622,PROD_00425,2023-10-14,1,771.15
TXN_0001699,CUST_00992,PROD_00135,2024-11-27,2,42.96
TXN_0001700,CUST_00457,PROD_00410,2025-07-01,2,28.32
TXN_0001701,CUST_00142,PROD_00269,2025-03-26,1,414.89
TXN_0001702,CUST_00622,PROD_00322,2024-10-08,1,1349.45
TXN_0001703,CUST_00641,PROD_00323,2025-03-18,2,773.69
TXN_0001704,CUST_00708,PROD_00366,2024-01-31,1,265.19
TXN_0001705,CUST_00966,PROD_00087,2025-06-30,1,180.19
TXN_0001706,CUST_00024,PROD_00461,2023-06-28,1,1115.83
TXN_0001707,CUST_00980,PROD_00241,2024-12-27,1,40.25
TXN_0001708,CUST_00106,PROD_00439,2024-08-31,2,20.4
TXN_0001709,CUST_00467,PROD_00499,2025-05-06,1,1349.87
TXN_0001710,CUST_00902,PROD_00238,2025-02-06,1,266.45
TXN_0001711,CUST_00244,PROD_00073,2025-06-29,1,773.79
TXN_0001712,CUST_00668,PROD_00419,2025-05-01,1,12.31
TXN_0001713,CUST_00853,PROD_00328,2025-03-30,1,66.1
TXN_0001714,CUST_00524,PROD_00466,2025-03-25,1,457.91
TXN_0001715,CUST_00706,PROD_00486,2025-06-09,2,420.71
TXN_0001716,CUST_00294,PROD_00188,2025-04-12,1,234.07
TXN_0001717,CUST_00932,PROD_00235,2025-05-22,1,212.45
TXN_0001718,CUST_00630,PROD_00460,2025-01-19,1,381.24
TXN_0001719,CUST_00070,PROD_00485,2025-01-18,1,785.41
TXN_0001720,CUST_00365,PROD_00057,2025-06-27,1,1321.97
TXN_0001721,CUST_00976,PROD_00071,2025-06-12,2,671.79
TXN_0001722,CUST_00408,PROD_00492,2025-07-05,1,782.41
TXN_0001723,CUST_00992,PROD_00485,2025-06-24,3,785.41
TXN_0001724,CUST_00077,PROD_00466,2025-06-16,2,457.91
TXN_0001725,CUST_00721,PROD_00099,2025-06-11,1,996.9
TXN_0001726,CUST_00853,PROD_00045,2025-03-20,1,273.97
TXN_0001727,CUST_00101,PROD_00132,2025-01-01,1,161.63
TXN_0001728,CUST_00125,PROD_00443,2025-05-12,1,966.48
TXN_0001729,CUST_00333,PROD_00321,2025-04-23,1,38.52
TXN_0001730,CUST_00457,PROD_00138,2025-03-04,2,290.6
TXN_0001731,CUST_00408,PROD_00479,2025-02-22,3,1160.6
TXN_0001732,CUST_00227,PROD_00497,2024-08-18,1,89.26
TXN_0001733,CUST_00848,PROD_00240,2024-11-29,1,474.63
TXN_0001734,CUST_00231,PROD_00425,2025-03-17,2,771.15
TXN_0001735,CUST_00814,PROD_00216,2025-02-12,1,49.91
TXN_0001736,CUST_00365,PROD_00062,2025-05-30,1,148.56
TXN_0001737,CUST_00225,PROD_00369,2023-08-27,2,10.59
TXN_0001738,CUST_00316,PROD_00065,2024-12-16,2,27.86
TXN_0001739,CUST_00410,PROD_00273,2024-09-07,1,12.87
TXN_0001740,CUST_00932,PROD_00217,2025-05-08,1,1369.8
TXN_0001741,CUST_00850,PROD_00443,2025-07-06,2,966.48
TXN_0001742,CUST_00244,PROD_00277,2025-03-26,1,413.93
TXN_0001743,CUST_00356,PROD_00249,2025-06-20,1,12.01
TXN_0001744,CUST_00992,PROD_00013,2025-05-01,1,249.94
TXN_0001745,CUST_00365,PROD_00008,2025-06-24,1,578.38
TXN_0001746,CUST_00435,PROD_00161,2024-12-29,1,438.37
TXN_0001747,CUST_00557,PROD_00434,2025-06-23,2,336.58
TXN_0001748,CUST_00174,PROD_00009,2025-07-10,1,496.13
TXN_0001749,CUST_00263,PROD_00057,2024-09-26,2,1321.97
TXN_0001750,CUST_00226,PROD_00282,2025-07-01,1,625.89
TXN_0001751,CUST_00491,PROD_00455,2025-01-04,2,257.79
TXN_0001752,CUST_00238,PROD_00090,2025-01-03,2,656.87
TXN_0001753,CUST_00991,PROD_00342,2025-03-21,1,26.66
TXN_0001754,CUST_00119,PROD_00225,2025-05-27,1,380.41
TXN_0001755,CUST_00461,PROD_00464,2025-06-27,1,95.39
TXN_0001756,CUST_00323,PROD_00116,2025-06-19,3,713.51
TXN_0001757,CUST_00673,PROD_00283,2024-12-25,1,579.25
TXN_0001758,CUST_00668,PROD_00330,2025-06-17,1,35.77
TXN_0001759,CUST_00864,PROD_00327,2025-06-28,3,255.99
TXN_0001760,CUST_00294,PROD_00197,2025-07-09,2,45.29
TXN_0001761,CUST_00243,PROD_00137,2025-05-15,3,576.98
TXN_0001762,CUST_00027,PROD_00012,2025-02-10,1,478.2
TXN_0001763,CUST_00654,PROD_00145,2025-06-29,2,156.89
TXN_0001764,CUST_00795,PROD_00461,2025-06-02,1,1115.83
TXN_0001765,CUST_00470,PROD_00381,2024-11-20,1,48.54
TXN_0001766,CUST_00795,PROD_00293,2025-06-26,1,141.36
TXN_0001767,CUST_00222,PROD_00086,2024-03-18,2,518.6
TXN_0001768,CUST_00937,PROD_00161,2025-02-21,2,438.37
TXN_0001769,CUST_00867,PROD_00255,2025-06-26,1,42.14
TXN_0001770,CUST_00249,PROD_00240,2025-05-24,3,474.63
TXN_0001771,CUST_00706,PROD_00149,2025-06-29,1,1265.64
TXN_0001772,CUST_00461,PROD_00172,2025-07-03,1,490.78
TXN_0001773,CUST_00472,PROD_00149,2025-05-21,2,1265.64
TXN_0001774,CUST_00410,PROD_00174,2025-01-02,1,694.25
TXN_0001775,CUST_00070,PROD_00247,2025-07-07,1,41.78
TXN_0001776,CUST_00395,PROD_00458,2024-10-23,2,585.67
TXN_0001777,CUST_00969,PROD_00297,2024-12-01,1,422.08
TXN_0001778,CUST_00180,PROD_00045,2025-01-18,1,273.97
TXN_0001779,CUST_00998,PROD_00499,2025-02-12,2,1349.87
TXN_0001780,CUST_00783,PROD_00254,2025-05-03,3,21.24
TXN_0001781,CUST_00957,PROD_00424,2025-04-07,2,446.97
TXN_0001782,CUST_00957,PROD_00141,2025-04-10,1,1181.91
TXN_0001783,CUST_00442,PROD_00069,2025-04-10,3,459.57
TXN_0001784,CUST_00435,PROD_00312,2025-02-26,1,289.94
TXN_0001785,CUST_00690,PROD_00037,2025-05-25,1,323.51
TXN_0001786,CUST_00435,PROD_00302,2024-09-10,1,248.69
TXN_0001787,CUST_00864,PROD_00121,2025-05-30,3,481.15
TXN_0001788,CUST_00513,PROD_00180,2025-07-02,2,803.75
TXN_0001789,CUST_00783,PROD_00362,2025-05-05,1,154.39
TXN_0001790,CUST_00190,PROD_00282,2025-05-13,2,625.89
TXN_0001791,CUST_00294,PROD_00274,2025-06-19,1,1381.1
TXN_0001792,CUST_00408,PROD_00363,2025-05-07,2,122.98
TXN_0001793,CUST_00329,PROD_00322,2025-04-23,1,1349.45
TXN_0001794,CUST_00671,PROD_00380,2025-02-14,1,954.99
TXN_0001795,CUST_00457,PROD_00310,2025-04-02,1,730.21
TXN_0001796,CUST_00398,PROD_00036,2025-05-14,1,19.91
TXN_0001797,CUST_00969,PROD_00096,2025-05-22,3,28.16
TXN_0001798,CUST_00706,PROD_00073,2025-05-25,1,773.79
TXN_0001799,CUST_00276,PROD_00009,2025-04-19,1,496.13
TXN_0001800,CUST_00026,PROD_00305,2025-05-23,1,423.72
TXN_0001801,CUST_00442,PROD_00132,2024-08-21,2,161.63
TXN_0001802,CUST_00848,PROD_00012,2025-03-04,1,478.2
TXN_0001803,CUST_00513,PROD_00425,2025-07-02,1,771.15
TXN_0001804,CUST_00706,PROD_00497,2025-06-20,1,89.26
TXN_0001805,CUST_00143,PROD_00291,2025-05-29,1,25.1
TXN_0001806,CUST_00647,PROD_00185,2025-01-21,1,785.07
TXN_0001807,CUST_00977,PROD_00464,2025-04-27,1,95.39
TXN_0001808,CUST_00024,PROD_00202,2024-04-08,1,47.06
TXN_0001809,CUST_00321,PROD_00100,2025-03-17,1,46.34
TXN_0001810,CUST_00826,PROD_00058,2025-04-28,2,425.12
TXN_0001811,CUST_00042,PROD_00484,2025-06-10,1,316.84
TXN_0001812,CUST_00298,PROD_00181,2025-07-10,1,421.24
TXN_0001813,CUST_00053,PROD_00102,2025-02-24,2,772.11
TXN_0001814,CUST_00470,PROD_00241,2024-05-24,3,40.25
TXN_0001815,CUST_00686,PROD_00413,2023-03-26,1,12.63
TXN_0001816,CUST_00487,PROD_00308,2025-04-12,1,447.56
TXN_0001817,CUST_00446,PROD_00228,2024-09-11,1,1543.93
TXN_0001818,CUST_00077,PROD_00144,2025-02-10,1,510.33
TXN_0001819,CUST_00796,PROD_00224,2024-08-28,1,84.28
TXN_0001820,CUST_00516,PROD_00168,2022-06-26,1,1760.33
TXN_0001821,CUST_00549,PROD_00176,2025-05-18,1,315.88
TXN_0001822,CUST_00125,PROD_00067,2025-04-17,1,250.28
TXN_0001823,CUST_00673,PROD_00100,2024-02-08,3,46.34
TXN_0001824,CUST_00487,PROD_00303,2025-04-25,1,120.87
TXN_0001825,CUST_00612,PROD_00431,2025-04-27,3,194.28
TXN_0001826,CUST_00710,PROD_00269,2025-04-25,2,414.89
TXN_0001827,CUST_00980,PROD_00001,2024-12-23,1,1985.99
TXN_0001828,CUST_00540,PROD_00009,2024-10-02,1,496.13
TXN_0001829,CUST_00473,PROD_00299,2025-05-27,2,216.29
TXN_0001830,CUST_00473,PROD_00437,2025-05-12,1,203.26
TXN_0001831,CUST_00510,PROD_00329,2023-12-21,1,41.27
TXN_0001832,CUST_00827,PROD_00250,2023-11-30,1,40.41
TXN_0001833,CUST_00925,PROD_00395,2025-06-30,2,23.51
TXN_0001834,CUST_00870,PROD_00261,2025-05-16,1,200.17
TXN_0001835,CUST_00333,PROD_00259,2025-06-23,1,170.93
TXN_0001836,CUST_00856,PROD_00007,2025-05-14,1,728.4
TXN_0001837,CUST_00529,PROD_00061,2023-09-24,3,1362.28
TXN_0001838,CUST_00971,PROD_00444,2024-12-31,1,269.24
TXN_0001839,CUST_00353,PROD_00074,2025-06-12,2,1222.09
TXN_0001840,CUST_00796,PROD_00496,2024-06-27,3,38.73
TXN_0001841,CUST_00980,PROD_00461,2025-01-26,1,1115.83
TXN_0001842,CUST_00356,PROD_00340,2025-06-12,1,40.39
TXN_0001843,CUST_00668,PROD_00108,2025-04-15,3,43.1
TXN_0001844,CUST_00364,PROD_00096,2024-10-29,2,28.16
TXN_0001845,CUST_00853,PROD_00317,2025-03-20,1,35.31
TXN_0001846,CUST_00259,PROD_00467,2025-01-27,2,63.73
TXN_0001847,CUST_00540,PROD_00443,2025-04-29,1,966.48
TXN_0001848,CUST_00360,PROD_00489,2024-04-17,1,47.75
TXN_0001849,CUST_00395,PROD_00091,2025-03-16,1,1370.39
TXN_0001850,CUST_00125,PROD_00119,2024-12-17,1,49.36
TXN_0001851,CUST_00857,PROD_00180,2025-05-24,1,803.75
TXN_0001852,CUST_00447,PROD_00236,2025-05-12,1,38.48
TXN_0001853,CUST_00925,PROD_00058,2025-06-27,2,425.12
TXN_0001854,CUST_00630,PROD_00458,2025-06-21,3,585.67
TXN_0001855,CUST_00119,PROD_00238,2025-05-09,1,266.45
TXN_0001856,CUST_00590,PROD_00351,2025-07-05,2,34.31
TXN_0001857,CUST_00783,PROD_00345,2025-07-06,2,79.36
TXN_0001858,CUST_00711,PROD_00348,2025-05-30,1,441.88
TXN_0001859,CUST_00589,PROD_00492,2025-06-29,1,782.41
TXN_0001860,CUST_00228,PROD_00022,2024-07-01,1,127.47
TXN_0001861,CUST_00775,PROD_00334,2024-09-11,2,257.69
TXN_0001862,CUST_00323,PROD_00172,2025-05-27,1,490.78
TXN_0001863,CUST_00281,PROD_00356,2025-04-27,3,168.08
TXN_0001864,CUST_00649,PROD_00315,2024-09-07,2,407.71
TXN_0001865,CUST_00184,PROD_00481,2025-07-07,1,363.67
TXN_0001866,CUST_00814,PROD_00315,2025-07-07,1,407.71
TXN_0001867,CUST_00427,PROD_00380,2025-06-25,1,954.99
TXN_0001868,CUST_00226,PROD_00163,2025-05-23,1,15.23
TXN_0001869,CUST_00827,PROD_00268,2025-03-08,3,446.0
TXN_0001870,CUST_00446,PROD_00156,2024-08-18,1,445.84
TXN_0001871,CUST_00524,PROD_00184,2025-04-01,2,1737.88
TXN_0001872,CUST_00590,PROD_00469,2025-01-22,1,785.42
TXN_0001873,CUST_00721,PROD_00037,2025-06-13,3,323.51
TXN_0001874,CUST_00217,PROD_00403,2022-05-11,2,328.53
TXN_0001875,CUST_00393,PROD_00112,2024-11-17,2,46.0
TXN_0001876,CUST_00966,PROD_00157,2025-06-29,2,494.11
TXN_0001877,CUST_00866,PROD_00058,2025-04-18,1,425.12
TXN_0001878,CUST_00998,PROD_00360,2025-05-19,3,179.39
TXN_0001879,CUST_00101,PROD_00476,2025-06-20,1,497.49
TXN_0001880,CUST_00351,PROD_00040,2025-02-23,1,702.12
TXN_0001881,CUST_00431,PROD_00322,2024-06-07,1,1349.45
TXN_0001882,CUST_00870,PROD_00270,2025-07-10,2,373.25
TXN_0001883,CUST_00119,PROD_00340,2025-04-29,1,40.39
TXN_0001884,CUST_00947,PROD_00073,2024-02-27,1,773.79
TXN_0001885,CUST_00649,PROD_00086,2023-02-28,2,518.6
TXN_0001886,CUST_00590,PROD_00169,2025-06-15,1,47.76
TXN_0001887,CUST_00692,PROD_00464,2023-12-16,2,95.39
TXN_0001888,CUST_00795,PROD_00258,2025-05-24,2,454.46
TXN_0001889,CUST_00222,PROD_00022,2025-07-03,1,127.47
TXN_0001890,CUST_00244,PROD_00225,2025-05-15,1,380.41
TXN_0001891,CUST_00364,PROD_00407,2024-10-21,1,1802.19
TXN_0001892,CUST_00531,PROD_00352,2023-11-24,1,158.22
TXN_0001893,CUST_00788,PROD_00158,2024-10-10,1,772.12
TXN_0001894,CUST_00435,PROD_00219,2025-03-08,1,102.49
TXN_0001895,CUST_00077,PROD_00429,2025-01-22,1,17.83
TXN_0001896,CUST_00249,PROD_00311,2025-05-26,1,785.77
TXN_0001897,CUST_00395,PROD_00288,2025-01-21,3,35.21
TXN_0001898,CUST_00557,PROD_00109,2025-06-04,3,1524.62
TXN_0001899,CUST_00513,PROD_00284,2025-07-03,1,29.87
TXN_0001900,CUST_00447,PROD_00229,2025-06-13,1,43.84
TXN_0001901,CUST_00398,PROD_00365,2025-06-30,1,267.45
TXN_0001902,CUST_00158,PROD_00388,2025-03-24,1,781.41
TXN_0001903,CUST_00654,PROD_00068,2025-04-05,1,44.3
TXN_0001904,CUST_00969,PROD_00435,2024-09-09,1,408.4
TXN_0001905,CUST_00263,PROD_00039,2024-08-15,1,499.74
TXN_0001906,CUST_00243,PROD_00015,2025-05-31,1,1290.98
TXN_0001907,CUST_00487,PROD_00383,2025-04-30,1,37.1
TXN_0001908,CUST_00447,PROD_00033,2025-06-02,2,1373.41
TXN_0001909,CUST_00937,PROD_00483,2025-02-15,1,192.51
TXN_0001910,CUST_00925,PROD_00167,2025-06-15,1,21.03
TXN_0001911,CUST_00273,PROD_00492,2025-06-26,1,782.41
TXN_0001912,CUST_00864,PROD_00340,2025-06-29,1,40.39
TXN_0001913,CUST_00075,PROD_00294,2025-07-05,3,239.03
TXN_0001914,CUST_00321,PROD_00263,2025-07-07,1,1959.01
TXN_0001915,CUST_00970,PROD_00493,2025-07-10,2,611.92
TXN_0001916,CUST_00970,PROD_00020,2025-06-29,1,557.11
TXN_0001917,CUST_00294,PROD_00127,2025-07-02,2,454.13
TXN_0001918,CUST_00724,PROD_00026,2025-03-18,1,26.76
TXN_0001919,CUST_00273,PROD_00465,2025-05-28,3,27.82
TXN_0001920,CUST_00026,PROD_00422,2025-04-13,1,41.41
TXN_0001921,CUST_00461,PROD_00430,2023-08-18,2,324.57
TXN_0001922,CUST_00238,PROD_00153,2025-04-09,1,130.64
TXN_0001923,CUST_00590,PROD_00488,2025-04-11,2,455.33
TXN_0001924,CUST_00866,PROD_00218,2025-01-15,1,416.81
TXN_0001925,CUST_00070,PROD_00425,2025-01-07,1,771.15
TXN_0001926,CUST_00238,PROD_00002,2025-01-10,2,15.26
TXN_0001927,CUST_00785,PROD_00218,2025-01-29,1,416.81
TXN_0001928,CUST_00857,PROD_00177,2025-06-02,1,21.43
TXN_0001929,CUST_00989,PROD_00056,2024-12-29,1,224.17
TXN_0001930,CUST_00796,PROD_00321,2025-05-06,2,38.52
TXN_0001931,CUST_00668,PROD_00071,2025-06-24,3,671.79
TXN_0001932,CUST_00222,PROD_00309,2024-09-04,1,141.47
TXN_0001933,CUST_00827,PROD_00395,2023-12-16,2,23.51
TXN_0001934,CUST_00398,PROD_00424,2025-04-28,2,446.97
TXN_0001935,CUST_00066,PROD_00082,2025-07-05,2,182.75
TXN_0001936,CUST_00332,PROD_00280,2025-06-01,2,30.81
TXN_0001937,CUST_00724,PROD_00273,2025-04-07,2,12.87
TXN_0001938,CUST_00268,PROD_00290,2025-03-22,1,169.03
TXN_0001939,CUST_00649,PROD_00027,2025-01-18,2,40.05
TXN_0001940,CUST_00597,PROD_00309,2024-12-25,1,141.47
TXN_0001941,CUST_00024,PROD_00066,2024-04-26,1,402.21
TXN_0001942,CUST_00119,PROD_00017,2024-12-11,2,139.94
TXN_0001943,CUST_00719,PROD_00237,2023-03-29,3,730.2
TXN_0001944,CUST_00442,PROD_00347,2025-03-16,3,970.95
TXN_0001945,CUST_00333,PROD_00199,2025-04-22,1,145.53
TXN_0001946,CUST_00719,PROD_00066,2024-10-27,1,402.21
TXN_0001947,CUST_00353,PROD_00374,2025-06-07,1,215.62
TXN_0001948,CUST_00307,PROD_00417,2025-06-01,1,377.51
TXN_0001949,CUST_00321,PROD_00256,2025-06-13,1,465.68
TXN_0001950,CUST_00461,PROD_00232,2025-03-25,2,402.91
TXN_0001951,CUST_00276,PROD_00125,2025-04-27,1,1105.74
TXN_0001952,CUST_00819,PROD_00313,2025-05-13,2,224.11
TXN_0001953,CUST_00259,PROD_00049,2025-06-01,1,625.33
TXN_0001954,CUST_00547,PROD_00415,2024-12-10,2,19.86
TXN_0001955,CUST_00410,PROD_00302,2025-03-13,2,248.69
TXN_0001956,CUST_00119,PROD_00337,2025-02-05,2,186.88
TXN_0001957,CUST_00795,PROD_00412,2025-07-02,1,22.12
TXN_0001958,CUST_00998,PROD_00101,2025-02-20,2,30.22
TXN_0001959,CUST_00381,PROD_00180,2024-12-22,1,803.75
TXN_0001960,CUST_00654,PROD_00236,2025-06-04,1,38.48
TXN_0001961,CUST_00446,PROD_00465,2024-08-15,1,27.82
TXN_0001962,CUST_00435,PROD_00022,2025-03-27,2,127.47
TXN_0001963,CUST_00053,PROD_00185,2025-04-14,1,785.07
TXN_0001964,CUST_00431,PROD_00474,2024-09-05,1,17.88
TXN_0001965,CUST_00524,PROD_00015,2025-05-16,1,1290.98
TXN_0001966,CUST_00922,PROD_00283,2025-07-10,3,579.25
TXN_0001967,CUST_00356,PROD_00319,2025-05-27,2,17.12
TXN_0001968,CUST_00447,PROD_00195,2025-05-03,1,43.88
TXN_0001969,CUST_00734,PROD_00045,2025-04-23,1,273.97
TXN_0001970,CUST_00710,PROD_00275,2024-04-08,2,521.77
TXN_0001971,CUST_00671,PROD_00060,2025-05-27,2,888.37
TXN_0001972,CUST_00470,PROD_00473,2024-06-12,1,480.9
TXN_0001973,CUST_00706,PROD_00437,2025-06-23,1,203.26
TXN_0001974,CUST_00227,PROD_00023,2024-12-23,1,147.75
TXN_0001975,CUST_00381,PROD_00032,2025-06-08,1,36.74
TXN_0001976,CUST_00467,PROD_00462,2024-07-16,1,224.92
TXN_0001977,CUST_00785,PROD_00478,2024-08-12,1,490.85
TXN_0001978,CUST_00925,PROD_00462,2025-06-19,2,224.92
TXN_0001979,CUST_00612,PROD_00097,2024-07-29,3,558.41
TXN_0001980,CUST_00654,PROD_00450,2025-04-04,2,145.35
TXN_0001981,CUST_00531,PROD_00157,2024-12-15,2,494.11
TXN_0001982,CUST_00416,PROD_00247,2025-05-20,1,41.78
TXN_0001983,CUST_00432,PROD_00090,2025-03-25,1,656.87
TXN_0001984,CUST_00969,PROD_00407,2024-04-08,3,1802.19
TXN_0001985,CUST_00998,PROD_00262,2025-02-11,1,1298.93
TXN_0001986,CUST_00467,PROD_00153,2024-01-28,2,130.64
TXN_0001987,CUST_00634,PROD_00231,2025-06-27,1,44.81
TXN_0001988,CUST_00294,PROD_00347,2025-05-26,1,970.95
TXN_0001989,CUST_00125,PROD_00453,2025-06-13,2,31.19
TXN_0001990,CUST_00217,PROD_00277,2024-12-21,1,413.93
TXN_0001991,CUST_00856,PROD_00101,2025-03-09,1,30.22
TXN_0001992,CUST_00549,PROD_00164,2025-07-10,1,398.4
TXN_0001993,CUST_00757,PROD_00236,2025-07-07,2,38.48
TXN_0001994,CUST_00216,PROD_00441,2023-12-29,1,459.98
TXN_0001995,CUST_00244,PROD_00181,2025-05-20,2,421.24
TXN_0001996,CUST_00446,PROD_00298,2024-10-16,1,16.85
TXN_0001997,CUST_00216,PROD_00265,2024-05-15,2,120.19
TXN_0001998,CUST_00748,PROD_00209,2025-04-16,2,633.82
TXN_0001999,CUST_00190,PROD_00380,2023-06-28,1,954.99
TXN_0002000,CUST_00649,PROD_00055,2024-03-09,1,116.09
TXN_0002001,CUST_00947,PROD_00499,2024-03-15,1,1349.87
TXN_0002002,CUST_00531,PROD_00164,2025-01-26,3,398.4
TXN_0002003,CUST_00980,PROD_00137,2024-12-20,2,576.98
TXN_0002004,CUST_00026,PROD_00371,2025-05-03,1,707.82
TXN_0002005,CUST_00307,PROD_00280,2025-06-20,1,30.81
TXN_0002006,CUST_00589,PROD_00277,2025-05-12,1,413.93
TXN_0002007,CUST_00641,PROD_00290,2024-10-05,1,169.03
TXN_0002008,CUST_00231,PROD_00057,2025-01-02,1,1321.97
TXN_0002009,CUST_00937,PROD_00297,2025-06-21,2,422.08
TXN_0002010,CUST_00440,PROD_00150,2025-07-05,1,291.15
TXN_0002011,CUST_00969,PROD_00105,2024-02-09,1,110.36
TXN_0002012,CUST_00457,PROD_00454,2025-04-10,2,19.68
TXN_0002013,CUST_00971,PROD_00468,2025-04-08,3,43.75
TXN_0002014,CUST_00654,PROD_00039,2025-06-28,1,499.74
TXN_0002015,CUST_00172,PROD_00441,2025-04-26,2,459.98
TXN_0002016,CUST_00589,PROD_00442,2025-05-11,1,101.34
TXN_0002017,CUST_00724,PROD_00102,2025-06-22,1,772.11
TXN_0002018,CUST_00106,PROD_00012,2022-06-07,2,478.2
TXN_0002019,CUST_00454,PROD_00132,2025-01-01,2,161.63
TXN_0002020,CUST_00641,PROD_00469,2024-12-12,2,785.42
TXN_0002021,CUST_00783,PROD_00195,2025-06-24,1,43.88
TXN_0002022,CUST_00814,PROD_00083,2025-05-17,1,351.2
TXN_0002023,CUST_00873,PROD_00141,2023-11-13,1,1181.91
TXN_0002024,CUST_00231,PROD_00043,2025-07-03,1,1809.78
TXN_0002025,CUST_00980,PROD_00149,2025-01-11,2,1265.64
TXN_0002026,CUST_00816,PROD_00257,2024-05-25,2,211.47
TXN_0002027,CUST_00267,PROD_00060,2024-10-28,2,888.37
TXN_0002028,CUST_00686,PROD_00474,2023-09-23,1,17.88
TXN_0002029,CUST_00850,PROD_00456,2025-07-02,1,1375.26
TXN_0002030,CUST_00856,PROD_00105,2025-05-20,1,110.36
TXN_0002031,CUST_00856,PROD_00274,2025-01-24,2,1381.1
TXN_0002032,CUST_00971,PROD_00034,2025-03-30,3,24.48
TXN_0002033,CUST_00991,PROD_00410,2024-10-10,2,28.32
TXN_0002034,CUST_00820,PROD_00486,2025-05-06,1,420.71
TXN_0002035,CUST_00395,PROD_00212,2025-05-31,1,150.2
TXN_0002036,CUST_00470,PROD_00008,2025-01-16,2,578.38
TXN_0002037,CUST_00217,PROD_00069,2024-02-09,1,459.57
TXN_0002038,CUST_00942,PROD_00177,2025-07-02,2,21.43
TXN_0002039,CUST_00991,PROD_00038,2024-10-28,2,275.72
TXN_0002040,CUST_00748,PROD_00388,2024-12-09,1,781.41
TXN_0002041,CUST_00172,PROD_00240,2024-05-01,2,474.63
TXN_0002042,CUST_00426,PROD_00029,2025-01-14,1,42.45
TXN_0002043,CUST_00649,PROD_00334,2024-02-08,1,257.69
TXN_0002044,CUST_00395,PROD_00204,2025-06-19,1,979.84
TXN_0002045,CUST_00398,PROD_00109,2025-04-21,1,1524.62
TXN_0002046,CUST_00259,PROD_00435,2024-10-01,1,408.4
TXN_0002047,CUST_00796,PROD_00071,2025-05-18,1,671.79
TXN_0002048,CUST_00184,PROD_00063,2025-07-07,1,105.77
TXN_0002049,CUST_00991,PROD_00172,2024-10-30,1,490.78
TXN_0002050,CUST_00547,PROD_00230,2024-09-11,1,1246.53
TXN_0002051,CUST_00765,PROD_00023,2024-10-02,2,147.75
TXN_0002052,CUST_00053,PROD_00209,2025-05-24,1,633.82
TXN_0002053,CUST_00287,PROD_00202,2025-06-23,1,47.06
TXN_0002054,CUST_00005,PROD_00163,2025-07-10,1,15.23
TXN_0002055,CUST_00516,PROD_00154,2024-02-04,3,11.58
TXN_0002056,CUST_00668,PROD_00282,2025-04-17,2,625.89
TXN_0002057,CUST_00307,PROD_00277,2025-07-02,1,413.93
TXN_0002058,CUST_00231,PROD_00249,2025-06-08,1,12.01
TXN_0002059,CUST_00238,PROD_00073,2025-03-14,1,773.79
TXN_0002060,CUST_00647,PROD_00072,2025-02-03,2,183.02
TXN_0002061,CUST_00051,PROD_00268,2024-01-12,1,446.0
TXN_0002062,CUST_00513,PROD_00434,2025-07-03,1,336.58
TXN_0002063,CUST_00641,PROD_00344,2025-06-09,1,684.02
TXN_0002064,CUST_00721,PROD_00297,2025-07-01,1,422.08
TXN_0002065,CUST_00976,PROD_00277,2025-03-09,1,413.93
TXN_0002066,CUST_00101,PROD_00071,2024-10-13,2,671.79
TXN_0002067,CUST_00119,PROD_00149,2025-04-25,3,1265.64
TXN_0002068,CUST_00075,PROD_00204,2025-07-06,2,979.84
TXN_0002069,CUST_00442,PROD_00415,2024-06-05,1,19.86
TXN_0002070,CUST_00267,PROD_00412,2025-06-27,1,22.12
TXN_0002071,CUST_00307,PROD_00217,2025-03-02,2,1369.8
TXN_0002072,CUST_00556,PROD_00181,2025-05-18,1,421.24
TXN_0002073,CUST_00850,PROD_00469,2025-07-10,2,785.42
TXN_0002074,CUST_00470,PROD_00183,2024-06-03,3,181.64
TXN_0002075,CUST_00612,PROD_00075,2024-08-02,1,1425.89
TXN_0002076,CUST_00353,PROD_00408,2025-06-07,2,1577.24
TXN_0002077,CUST_00547,PROD_00125,2025-01-10,2,1105.74
TXN_0002078,CUST_00856,PROD_00351,2025-06-27,1,34.31
TXN_0002079,CUST_00788,PROD_00387,2025-03-19,2,1066.53
TXN_0002080,CUST_00435,PROD_00418,2025-04-28,2,973.93
TXN_0002081,CUST_00149,PROD_00274,2025-02-05,2,1381.1
TXN_0002082,CUST_00070,PROD_00497,2024-06-02,2,89.26
TXN_0002083,CUST_00396,PROD_00322,2024-04-07,2,1349.45
TXN_0002084,CUST_00795,PROD_00255,2025-06-20,1,42.14
TXN_0002085,CUST_00654,PROD_00149,2025-03-17,1,1265.64
TXN_0002086,CUST_00927,PROD_00168,2025-01-08,1,1760.33
TXN_0002087,CUST_00393,PROD_00320,2024-10-06,1,375.56
TXN_0002088,CUST_00873,PROD_00061,2024-06-04,1,1362.28
TXN_0002089,CUST_00516,PROD_00346,2023-06-03,1,1331.84
TXN_0002090,CUST_00395,PROD_00034,2024-02-10,2,24.48
TXN_0002091,CUST_00067,PROD_00060,2025-06-21,1,888.37
